Darija (Arabic),English
.. نوار ١٧:٠٠ مساءا .. كنشوف فعينيه وأنا كنقرب لابسة الكسوة البيضة ديالي .. كنشوف,.. Nouar 5:00 PM .. I look into his eyes as I approach wearing my white dress .. I see
فالشحص لي وهبتو قلبي ، روحي ، جسدي ، لي اليوم غانولي ملكو .. تطلقات,"The person to whom I gave my heart, soul, and body, who today became their own master... got divorced."
أغنية الله إبارك لي فيك ناض واقف كيصفق وكولشي كيصفق كولشي كيشوف فهاد الفتاة لي,"The song ""Allah Ibarak Li Fik"" stood up clapping, and everyone is clapping, everyone is looking at this girl who..."
داخلة شادا فباها هازا الورد الأحمر فيديها وفستانها الأبيض الواصل لحد ركيباتها بمشيطة خفيفة وميكاب,"She entered holding a red rose in her hand, wearing a white dress that reached her knees, with light makeup and a simple hairstyle."
خفيف شادا فدراع باها بقوة وهي كتقرب بخطوات للشخص لي غايولي شريك حياتها الشخص لي,Lightly holding her father's arm firmly as she steps closer to the person who will become her life partner.
خطف قلبها من أول نضرة .. تفكرات كل داز بيناتهوم وهي متوجهة ليه .. (,He stole her heart at first sight... She remembered everything that happened between them as she walked toward him...
~ الدكتورة نوار العايدي ؟ .. ~ موسيو الأيوبي ليا الشرف باش نعالجك .. ~,"~ Dr. Nawar Al-Aidi? .. ~ Mr. Al-Ayoub, I am honored to treat you .. ~"
أنا كنبغيها .. ~ ولكن هي خلاتك ... الحل الوحيد هو أنني نكون وهم بحال,"""I love her... ~ But she left you... The only solution is for me to be an illusion like her."""
حبيبتو .. ~ إيليف ! ؟ .. ~ وي هادي أنا عمرني غانخليك .. ~,"His beloved .. ~ Elif!? .. ~ Yes, it's me. I will never leave you .. ~"
واش كتعرفي باش كنحس أنا دابا .. ~ كنحس بيه .. ) ( كل مرة,Do you know how I feel right now? ~ I feel it .. ) ( Every time
طاحت فيه كتبكي : يوم مارس معاها أول مرة .. يوم لقا بلي هي ماشي,She broke down crying: the day he was with her for the first time... the day he found out she wasn't...
حبيبتو لي ماتت .. يوم يودعها بصفتها طبيبتو ... يوم عرفات بلي كتبغيه ... يوم,His beloved who passed away... The day he bid her farewell as her doctor... The day he realized she loved him... The day...
طلاقاتو فألمانيا ... يوم ودعاتو فالكافي ... يوم مشات معاه للبحر .. يوم ودعها باش,He divorced her in Germany ... one day she said goodbye to him at the café ... one day she went with him to the beach ... one day he bid her farewell to...
مشا لألمانيا .. يوم رجع فيه وكان واقف حداها .. يوم غاب عليها شهر لي,He went to Germany... the day he returned and stood beside her... the day he was absent from her for a month.
عاشتو فالجحيييم ... يوم بغاها بوهم حبيبتو ... ) .. وهاهي دابا دموعها كيطيحو بقا,She lived in hell... The day her father wanted her to be his lover... And now her tears are falling.
من البعيد.كيحرك ليها راسو بلى حنات راسها ومدات صبيعاتها كتمسع دموعها .. وقفات حداه سلم,From afar.
سعيد.على يحيى حتا كيطلق دموعو جرو يحيى وتعانقو عناق روجولي وتاهي كانت كتبكي من موراه,"Said. Even Yahya sheds tears, Yahya runs and they embrace in a manly hug, and she too was crying behind him."
مستحيل تنسى الأب لي علمها كيفاش تمشي لي علمها كيفاش تكلم لي علمها كيفاش تكابر,"Impossible to forget the father who taught her how to walk, how to speak, and how to endure."
باش تعيش هاد الحياة الأب لي ضحا بحياتو باش ماتقاسش بنتو .. الأب لي أصلا,"To live this life, the father who sacrificed his life so his daughter wouldn't be harmed... The father who originally..."
مانسوقش لحياتو باش تبقا سعت بنتو .. عاش معاها فجميع مراحل حياتو ... اليوم طاحو,"""I don't care about his life so long as his daughter stays happy... He lived with her through all stages of her life... Today, they fell."""
دموعو .. رجع وهز يدو رطب على سدر يحيى ورجع شاف فنوار مسحليها دموعها وباسها,"His tears... he came back, raised his hand gently on Yahya's chest, then turned to Nawar, wiped her tears, and kissed her."
من جبهتها هز يديها وحطها على يد يحيى وطلع صبعو بحالي كيحدرو أن يحيى دابا,"He lifted her hands from her forehead, placed them on Yahya's hand, and pointed his finger as if warning Yahya now."
فأمانتو .. ضحك يحيى ودورو رطب على ضهرو زعما صافي غير سير كون هاني ..,"In his trust... Yahya laughed and gently patted his back, as if to say, ""It's okay, just go and be at ease."""
ضار عند نوار باسها من جبهتها وجر ليها الكرسي كلسات وكلس تاهو تقدم العدول كيسولهوم,"Nawar's husband kissed her forehead, pulled out a chair for her, she sat down, and he also sat as the notary approached to ask them questions."
وهي غير كتشوف وكتسمع حتى كيمدليهوم الكتاب سنا هو اللول عاد رجع عندها هي سنات,"She just watched and listened until he handed them the book; he signed first, then he went back to her, and she signed."
تعلاو التصفيقات وكولشي ناضت فرحان ناضو بجوج من بلاصتهوم وجرها لعندو عنقها ورجع باسها من,"The applause grew louder, and everyone stood up cheering. They both got up from their seats, he pulled her close, hugged her, and kissed her."
جبهتها .. يحيى ~ مبروك عليك مدام الأيوبي .. هبطات راسها من الخجل وخدودها توردو,"Her forehead... Yahya ~ Congratulations, Mrs. Al-Ayoubi... She lowered her head in shyness, and her cheeks turned red."
إبتاسم وجرها خارجين بعد.ماخداو كتابهوم فيديها هي تاوصلو لبرا قربات فيروز وسلمات على يحيى ونوار,"Ibtissam and Jarha went out after taking their book. Once they reached outside, Fayrouz approached and greeted Yahya and Nawar."
وكذلك غزلان وسعيد وأيضا فؤاد كولهزم تسالمو قربات رنيم لنوار باستها وهي كتبكي وأيضا ياسر,"Likewise, Ghizlane, Said, and also Fouad all reconciled; Ranim approached Lnoar, kissed her while she was crying, and also Yasser."
فيها .. نوار ~ اهئ تهئ ماما سمحيييليي علىىى كلشيييي ... غزلان ~ شش الحمقة,"It includes .. Noor ~ Ahem Ahem Mama, forgive me for everything ... Ghizlan ~ Shh, the crazy one."
( كتمسح الدمعة من عينيها ) هانتي دابا بكيتيني .. نوار ~ عمرني غااانسى لي,"(Wiping the tear from her eyes) ""See, now you made me cry... Noir ~ I will never forget you."""
درتيه على ودي اهئ .. يحيى ~ نوار يالاه .. دارت غادا حتا كترجع تاني,"You did it for my sake, huh... Yahya ~ Nawar, come on... She went away until she comes back again."
لعند.مها دارت حالة كتبكي وتنخصص مها سكتات ولات طالبة معاها الشرع وهي مزال مابغات تفك,"Her mother caused a scene, crying, while her mother stayed silent and started pleading with her, but she still refused to relent."
ومع الحمل زاد.كمل عليها نيت حتا جا يحيى كيفكها .. يحيى ~ نوار شش حماقيتي,"""And with the burden, it increased. Yahya came and resolved it... Yahya ~ Nawar Shsh Hamagiti."""
صافي راه ماغاتهربش غاتبقا هنا وااه .. غزلان ~ ونوار وصااااافي هااويييلي راني باقا حية,"That's it, you won't escape, you'll stay here, yeah... Ghizlane ~ and Nawar, that's it, oh my, I'm still alive."
مامتش .. ولات حالتها عينيها تنفخو وحمارو وشفايفو رجعو ححمرين وتنفخو .. غزلان ~ ناري,"Her condition worsened... her eyes became swollen and red, and her lips turned red and swollen... Ghazlan ~ Oh no."
على درية اش هاد الحالة .. تنهد يحيى وجرها ركبها حداه ورجع ركب وقلع ..,"Aware of the situation... Yahya sighed, pulled her, seated her beside him, got back in, and drove off."
